0,1,2,3,4,5,6,7,8,9,10
UHT-milk,skin care,,,,,,,,,
dessert,bottled water,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
other vegetables,canned vegetables,canned beer,,,,,,,,
newspapers,whole milk,,,,,,,,,
beef,domestic eggs,pastry,,,,,,,,
bottled beer,soda,bottled water,cat food,,,,,,,
bottled water,rolls/buns,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
other vegetables,margarine,,,,,,,,,
butter milk,pickled vegetables,hygiene articles,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
citrus fruit,rolls/buns,frozen vegetables,,,,,,,,
sliced cheese,liquor,hygiene articles,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
coffee,rolls/buns,vinegar,,,,,,,,
bottled beer,citrus fruit,shopping bags,,,,,,,,
butter milk,soups,canned fruit,,,,,,,,
dessert,canned beer,specialty chocolate,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
bottled beer,soda,,,,,,,,,
root vegetables,frozen potato products,dental care,,,,,,,,
whole milk,frozen fish,specialty chocolate,,,,,,,,
soft cheese,rolls/buns,,,,,,,,,
citrus fruit,tropical fruit,pork,other vegetables,whole milk,yogurt,flower (seeds),,,,
whole milk,soda,,,,,,,,,
chicken,pastry,,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled water,berries,,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
onions,whipped/sour cream,red/blush wine,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
yogurt,chicken,UHT-milk,bottled water,,,,,,,
other vegetables,salty snack,,,,,,,,,
root vegetables,rolls/buns,shopping bags,,,,,,,,
cream cheese ,pip fruit,cat food,shopping bags,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,
domestic eggs,whole milk,fruit/vegetable juice,,,,,,,,
frozen meals,yogurt,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
bottled water,specialty chocolate,,,,,,,,,
whole milk,yogurt,sliced cheese,,,,,,,,
finished products,newspapers,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
finished products,rolls/buns,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
coffee,brown bread,whole milk,sweet spreads,,,,,,,
chicken,yogurt,,,,,,,,,
margarine,sausage,sausage,pork,citrus fruit,yogurt,frozen meals,other vegetables,,,
butter,potato products,,,,,,,,,
bottled water,white bread,,,,,,,,,
root vegetables,butter,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
curd cheese,mustard,bottled water,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
hard cheese,white wine,,,,,,,,,
other vegetables,brown bread,flower (seeds),,,,,,,,
chicken,whole milk,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
citrus fruit,grapes,bottled water,,,,,,,,
sausage,white bread,,,,,,,,,
rolls/buns,whipped/sour cream,bottled beer,,,,,,,,
sausage,cream cheese ,,,,,,,,,
yogurt,soda,,,,,,,,,
fruit/vegetable juice,citrus fruit,pastry,tropical fruit,margarine,,,,,,
root vegetables,pastry,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
bottled beer,butter,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
beef,yogurt,,,,,,,,,
misc. beverages,dishes,,,,,,,,,
pip fruit,white bread,margarine,baking powder,,,,,,,
soda,abrasive cleaner,seasonal products,,,,,,,,
cream cheese ,popcorn,frozen fish,,,,,,,,
citrus fruit,bottled water,specialty bar,,,,,,,,
tropical fruit,coffee,waffles,whipped/sour cream,,,,,,,
whole milk,hard cheese,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
Instant food products,yogurt,,,,,,,,,
grapes,butter,newspapers,pip fruit,,,,,,,
canned beer,rolls/buns,,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
other vegetables,whole milk,bottled beer,,,,,,,,
dessert,rolls/buns,,,,,,,,,
root vegetables,rolls/buns,bottled beer,rolls/buns,,,,,,,
rolls/buns,margarine,whipped/sour cream,,,,,,,,
canned beer,root vegetables,,,,,,,,,
beef,yogurt,,,,,,,,,
rolls/buns,yogurt,frozen vegetables,white wine,,,,,,,
beef,pastry,,,,,,,,,
whole milk,whole milk,,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
soda,tropical fruit,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
flower (seeds),domestic eggs,,,,,,,,,
other vegetables,whole milk,pudding powder,cream cheese ,,,,,,,
chicken,hamburger meat,shopping bags,,,,,,,,
chicken,rolls/buns,liquor (appetizer),pip fruit,hygiene articles,,,,,,
beverages,tropical fruit,rolls/buns,curd cheese,,,,,,,
rolls/buns,sauces,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
chicken,brown bread,bottled beer,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
seasonal products,flower (seeds),,,,,,,,,
whole milk,other vegetables,rolls/buns,Instant food products,,,,,,,
other vegetables,frozen vegetables,cling film/bags,bottled water,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
herbs,margarine,rolls/buns,chocolate,,,,,,,
sausage,tropical fruit,yogurt,,,,,,,,
pork,rolls/buns,,,,,,,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
sausage,soda,,,,,,,,,
beef,ice cream,other vegetables,,,,,,,,
frankfurter,dessert,,,,,,,,,
hard cheese,specialty bar,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
sausage,soda,cream cheese ,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
beef,pastry,yogurt,chewing gum,,,,,,,
chicken,yogurt,hygiene articles,brown bread,,,,,,,
pet care,shopping bags,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
frozen fish,coffee,,,,,,,,,
whole milk,hair spray,waffles,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
canned beer,other vegetables,fruit/vegetable juice,,,,,,,,
sweet spreads,coffee,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
whole milk,newspapers,,,,,,,,,
frozen vegetables,other vegetables,napkins,,,,,,,,
coffee,long life bakery product,,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
other vegetables,yogurt,specialty bar,,,,,,,,
canned beer,yogurt,,,,,,,,,
margarine,whole milk,,,,,,,,,
whole milk,brown bread,candy,,,,,,,,
soda,misc. beverages,,,,,,,,,
root vegetables,white bread,canned fish,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
yogurt,frozen meals,frozen vegetables,,,,,,,,
ham,pickled vegetables,newspapers,,,,,,,,
shopping bags,soap,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
brown bread,male cosmetics,,,,,,,,,
domestic eggs,soda,,,,,,,,,
rolls/buns,tropical fruit,coffee,chocolate,,,,,,,
domestic eggs,soda,,,,,,,,,
pastry,pip fruit,rolls/buns,yogurt,,,,,,,
red/blush wine,sausage,soda,whole milk,rolls/buns,,,,,,
UHT-milk,other vegetables,,,,,,,,,
organic sausage,other vegetables,hard cheese,bottled water,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
chicken,onions,,,,,,,,,
pet care,spread cheese,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
ketchup,specialty chocolate,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers,,
other vegetables,UHT-milk,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
pork,long life bakery product,,,,,,,,,
dessert,citrus fruit,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
vinegar,newspapers,brown bread,,,,,,,,
whole milk,napkins,artif. sweetener,,,,,,,,
coffee,frozen fish,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
soda,rolls/buns,,,,,,,,,
curd,yogurt,,,,,,,,,
ham,tidbits,,,,,,,,,
pip fruit,other vegetables,cling film/bags,,,,,,,,
root vegetables,napkins,,,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
pork,rolls/buns,other vegetables,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
root vegetables,other vegetables,,,,,,,,,
frankfurter,frozen potato products,newspapers,softener,abrasive cleaner,,,,,,
candy,whole milk,cling film/bags,whipped/sour cream,newspapers,baking powder,,,,,
chicken,tropical fruit,whipped/sour cream,,,,,,,,
newspapers,white wine,,,,,,,,,
brown bread,yogurt,,,,,,,,,
yogurt,condensed milk,,,,,,,,,
berries,sauces,,,,,,,,,
coffee,other vegetables,,,,,,,,,
meat,salt,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
citrus fruit,specialty bar,Instant food products,jam,,,,,,,
other vegetables,herbs,,,,,,,,,
brown bread,butter milk,canned vegetables,soda,,,,,,,
sausage,rolls/buns,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
house keeping products,yogurt,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
pork,yogurt,butter milk,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chocolate marshmallow,flour,,,,,,,,,
onions,pip fruit,dog food,,,,,,,,
tropical fruit,pork,newspapers,,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
soda,rolls/buns,,,,,,,,,
beef,pasta,,,,,,,,,
berries,frozen meals,,,,,,,,,
pastry,onions,,,,,,,,,
sausage,sugar,,,,,,,,,
curd,yogurt,domestic eggs,,,,,,,,
whole milk,butter,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
pork,yogurt,margarine,,,,,,,,
whipped/sour cream,chocolate,,,,,,,,,
sausage,chicken,,,,,,,,,
pastry,whipped/sour cream,decalcifier,,,,,,,,
bottled water,whipped/sour cream,berries,whole milk,,,,,,,
domestic eggs,sugar,,,,,,,,,
pip fruit,cereals,,,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
bottled water,canned beer,,,,,,,,,
sausage,curd,,,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
pork,pip fruit,,,,,,,,,
nut snack,bottled beer,,,,,,,,,
cream cheese ,baking powder,,,,,,,,,
fish,pot plants,coffee,,,,,,,,
curd,yogurt,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
beef,pork,,,,,,,,,
sausage,dog food,bottled beer,bottled water,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
white bread,bottled water,,,,,,,,,
canned beer,specialty bar,,,,,,,,,
meat,whole milk,,,,,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
ham,soda,,,,,,,,,
onions,soda,,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,coffee,,,,,,,,,
pip fruit,domestic eggs,seasonal products,,,,,,,,
pickled vegetables,flour,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
chocolate marshmallow,bottled water,,,,,,,,,
onions,canned fruit,,,,,,,,,
dishes,shopping bags,hard cheese,other vegetables,,,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
sausage,chocolate,,,,,,,,,
candy,tropical fruit,rolls/buns,,,,,,,,
butter milk,canned vegetables,,,,,,,,,
chicken,canned beer,,,,,,,,,
condensed milk,yogurt,butter,,,,,,,,
whipped/sour cream,root vegetables,rolls/buns,packaged fruit/vegetables,,,,,,,
other vegetables,curd,,,,,,,,,
brown bread,whole milk,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
beef,waffles,citrus fruit,waffles,,,,,,,
beef,pastry,,,,,,,,,
domestic eggs,whole milk,artif. sweetener,,,,,,,,
coffee,other vegetables,specialty cheese,,,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
yogurt,rolls/buns,berries,whole milk,zwieback,brown bread,newspapers,,,,
bottled water,hygiene articles,,,,,,,,,
pork,curd,,,,,,,,,
soda,bottled water,,,,,,,,,
pork,cream cheese ,yogurt,,,,,,,,
hygiene articles,chocolate,soups,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
pork,UHT-milk,rolls/buns,cleaner,newspapers,,,,,,
finished products,root vegetables,,,,,,,,,
curd,domestic eggs,,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
whole milk,baking powder,,,,,,,,,
rolls/buns,soda,,,,,,,,,
ham,pastry,,,,,,,,,
candy,long life bakery product,,,,,,,,,
coffee,soda,,,,,,,,,
bottled water,berries,oil,,,,,,,,
pasta,rolls/buns,margarine,canned fish,yogurt,,,,,,
meat,liver loaf,,,,,,,,,
curd,spices,frozen fish,,,,,,,,
yogurt,shopping bags,,,,,,,,,
popcorn,flour,,,,,,,,,
other vegetables,napkins,,,,,,,,,
beef,whole milk,,,,,,,,,
whole milk,beef,canned beer,,,,,,,,
herbs,whole milk,frozen dessert,,,,,,,,
cream cheese ,root vegetables,soda,,,,,,,,
dessert,nut snack,bottled water,,,,,,,,
canned beer,whole milk,,,,,,,,,
frankfurter,pip fruit,hygiene articles,,,,,,,,
chicken,whole milk,soda,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
whole milk,brown bread,,,,,,,,,
yogurt,salty snack,,,,,,,,,
other vegetables,syrup,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
berries,fruit/vegetable juice,rolls/buns,,,,,,,,
sausage,other vegetables,margarine,curd,pastry,newspapers,,,,,
whole milk,whipped/sour cream,domestic eggs,house keeping products,,,,,,,
whole milk,rolls/buns,tropical fruit,other vegetables,cake bar,rolls/buns,curd,,,,
whole milk,bottled water,,,,,,,,,
onions,cat food,,,,,,,,,
soft cheese,whipped/sour cream,,,,,,,,,
pip fruit,soda,detergent,,,,,,,,
rolls/buns,soda,,,,,,,,,
misc. beverages,whole milk,onions,yogurt,,,,,,,
specialty cheese,butter milk,,,,,,,,,
sausage,roll products ,,,,,,,,,
ham,pastry,,,,,,,,,
soda,domestic eggs,,,,,,,,,
canned beer,sugar,,,,,,,,,
ham,pastry,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
rolls/buns,domestic eggs,rolls/buns,,,,,,,,
candy,berries,mustard,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
pickled vegetables,canned beer,,,,,,,,,
tropical fruit,root vegetables,pip fruit,butter milk,waffles,bottled beer,,,,,
sausage,yogurt,,,,,,,,,
sausage,whole milk,,,,,,,,,
long life bakery product,soap,,,,,,,,,
sausage,bottled water,,,,,,,,,
brown bread,ketchup,soda,,,,,,,,
whole milk,pork,other vegetables,domestic eggs,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
root vegetables,whole milk,pastry,,,,,,,,
chicken,pork,frozen fish,,,,,,,,
chocolate,curd,salty snack,,,,,,,,
canned beer,white bread,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
margarine,margarine,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
hamburger meat,packaged fruit/vegetables,baking powder,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
pastry,frozen vegetables,,,,,,,,,
butter milk,sliced cheese,rolls/buns,,,,,,,,
sausage,chocolate,,,,,,,,,
dessert,curd,whole milk,bottled water,,,,,,,
beef,salt,,,,,,,,,
whole milk,salty snack,margarine,,,,,,,,
waffles,specialty bar,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
white wine,ice cream,,,,,,,,,
beef,butter,brown bread,,,,,,,,
sausage,sausage,frozen fish,house keeping products,,,,,,,
turkey,condensed milk,yogurt,,,,,,,,
whole milk,bottled water,,,,,,,,,
citrus fruit,onions,,,,,,,,,
cake bar,soda,,,,,,,,,
onions,flour,,,,,,,,,
butter,popcorn,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
whole milk,root vegetables,rolls/buns,yogurt,onions,coffee,napkins,UHT-milk,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
frankfurter,white bread,,,,,,,,,
soda,candy,,,,,,,,,
frankfurter,misc. beverages,,,,,,,,,
bottled beer,salty snack,napkins,,,,,,,,
domestic eggs,yogurt,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pork,pork,whole milk,pasta,,,,,,,
root vegetables,pip fruit,,,,,,,,,
soda,snack products,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
pork,bottled beer,,,,,,,,,
pastry,root vegetables,,,,,,,,,
other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
canned beer,other vegetables,,,,,,,,,
sliced cheese,pudding powder,,,,,,,,,
whole milk,beef,whipped/sour cream,whole milk,curd cheese,,,,,,
whole milk,seasonal products,specialty fat,flour,,,,,,,
yogurt,tropical fruit,,,,,,,,,
nuts/prunes,coffee,,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
liver loaf,pasta,grapes,other vegetables,,,,,,,
bottled beer,yogurt,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
root vegetables,ham,,,,,,,,,
bottled water,margarine,,,,,,,,,
cream cheese ,candles,,,,,,,,,
newspapers,specialty vegetables,,,,,,,,,
whole milk,soda,whipped/sour cream,dessert,,,,,,,
soda,whole milk,brandy,,,,,,,,
whole milk,pastry,fruit/vegetable juice,,,,,,,,
whole milk,other vegetables,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
hamburger meat,citrus fruit,specialty chocolate,other vegetables,,,,,,,
root vegetables,butter,dessert,,,,,,,,
canned beer,shopping bags,,,,,,,,,
brown bread,salt,,,,,,,,,
butter milk,flour,,,,,,,,,
popcorn,butter,,,,,,,,,
sausage,yogurt,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
bottled water,cream cheese ,bottled beer,,,,,,,,
bottled water,specialty bar,,,,,,,,,
UHT-milk,cream cheese ,cream cheese ,waffles,,,,,,,
soda,frozen potato products,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
photo/film,brown bread,,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,berries,pasta,,,,,,,,
misc. beverages,waffles,,,,,,,,,
margarine,butter,,,,,,,,,
rolls/buns,tidbits,,,,,,,,,
coffee,sausage,salt,white wine,,,,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
frozen vegetables,pot plants,,,,,,,,,
specialty chocolate,soft cheese,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
frankfurter,red/blush wine,other vegetables,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,
bottled water,butter milk,,,,,,,,,
domestic eggs,salty snack,herbs,,,,,,,,
butter milk,margarine,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
napkins,bottled beer,,,,,,,,,
herbs,coffee,salt,,,,,,,,
sausage,oil,,,,,,,,,
soda,canned beer,,,,,,,,,
soda,pastry,,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
whole milk,whole milk,domestic eggs,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
onions,soda,,,,,,,,,
white bread,hygiene articles,,,,,,,,,
baking powder,root vegetables,,,,,,,,,
pork,pickled vegetables,,,,,,,,,
beef,finished products,,,,,,,,,
whole milk,flour,berries,,,,,,,,
frankfurter,butter,red/blush wine,,,,,,,,
soda,soda,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
whole milk,ice cream,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
specialty chocolate,canned fish,,,,,,,,,
root vegetables,pastry,soda,,,,,,,,
root vegetables,whipped/sour cream,rolls/buns,rolls/buns,,,,,,,
chicken,beef,,,,,,,,,
curd,soda,shopping bags,,,,,,,,
dessert,ham,,,,,,,,,
pip fruit,white wine,root vegetables,shopping bags,,,,,,,
tropical fruit,herbs,chocolate,,,,,,,,
pork,mayonnaise,,,,,,,,,
butter,soda,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
sausage,bottled beer,bottled water,,,,,,,,
whole milk,grapes,,,,,,,,,
coffee,oil,newspapers,,,,,,,,
dog food,pork,,,,,,,,,
baking powder,pickled vegetables,,,,,,,,,
pastry,other vegetables,,,,,,,,,
pot plants,tropical fruit,pip fruit,whole milk,semi-finished bread,,,,,,
meat,soda,cream cheese ,,,,,,,,
pork,frozen fish,,,,,,,,,
tropical fruit,hamburger meat,bottled beer,yogurt,,,,,,,
beverages,pickled vegetables,,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
turkey,canned beer,abrasive cleaner,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
herbs,cereals,,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
curd,butter,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
berries,pastry,,,,,,,,,
canned vegetables,dental care,,,,,,,,,
pip fruit,curd,canned beer,pork,bottled beer,frozen dessert,dessert,bottled water,,,
pickled vegetables,soda,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
fruit/vegetable juice,roll products ,,,,,,,,,
margarine,house keeping products,whole milk,canned beer,,,,,,,
hamburger meat,pastry,,,,,,,,,
sausage,salty snack,brown bread,white bread,candles,,,,,,
whole milk,root vegetables,sausage,frozen vegetables,chocolate,,,,,,
canned fish,yogurt,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
meat,hamburger meat,,,,,,,,,
pork,yogurt,,,,,,,,,
whipped/sour cream,salty snack,,,,,,,,,
frankfurter,pastry,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
margarine,bottled water,,,,,,,,,
other vegetables,dessert,,,,,,,,,
soda,other vegetables,,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
whole milk,dental care,,,,,,,,,
beverages,other vegetables,brown bread,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
hard cheese,tropical fruit,,,,,,,,,
ham,frozen meals,,,,,,,,,
whole milk,yogurt,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
white wine,whole milk,,,,,,,,,
chewing gum,spread cheese,,,,,,,,,
citrus fruit,butter,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
sausage,root vegetables,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
pork,whole milk,whole milk,,,,,,,,
cream cheese ,frozen meals,,,,,,,,,
beverages,tropical fruit,ham,flour,,,,,,,
citrus fruit,yogurt,soda,,,,,,,,
white bread,curd,bottled water,,,,,,,,
root vegetables,candy,,,,,,,,,
pet care,sliced cheese,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
chocolate,whole milk,,,,,,,,,
meat,rolls/buns,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
beef,newspapers,,,,,,,,,
canned beer,hygiene articles,pork,soft cheese,bottled beer,rolls/buns,chocolate marshmallow,,,,
pip fruit,tropical fruit,mustard,,,,,,,,
citrus fruit,flower (seeds),,,,,,,,,
beverages,bottled water,,,,,,,,,
pastry,pork,,,,,,,,,
bottled water,sauces,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
coffee,pip fruit,,,,,,,,,
sausage,hygiene articles,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
condensed milk,domestic eggs,,,,,,,,,
soft cheese,specialty chocolate,,,,,,,,,
